0.332,0.537,0.557,0.389,0.422,0.07,1.323,0.537,0.146,366.17,539.81,201.5,177.82,-0.56,125.13
0.343,0.505,0.55,0.362,0.441,0.079,1.373,0.581,0.14,367.59,541.96,201.98,177.82,-0.56,125.13
0.365,0.481,0.564,0.35,0.429,0.079,1.347,0.633,0.086,368.76,544.19,202.5,177.82,-0.56,125.13
0.368,0.467,0.561,0.322,0.421,0.08,1.318,0.674,0.049,369.69,546.51,203.01,177.82,-0.56,125.14
0.401,0.454,0.544,0.318,0.425,0.081,1.347,0.763,0.051,370.37,548.89,203.48,177.82,-0.56,125.13
0.387,0.415,0.544,0.291,0.392,0.07,1.36,0.78,0.076,370.8,551.2,204,177.82,-0.56,125.14
0.378,0.415,0.544,0.283,0.411,0.05,1.334,0.831,0.062,370.98,553.62,204.47,177.82,-0.56,125.14
0.398,0.408,0.515,0.247,0.386,0.057,1.333,0.877,0.089,370.87,556.12,205.03,177.82,-0.56,125.14
0.402,0.386,0.514,0.23,0.37,0.037,1.333,0.926,0.126,370.59,558.27,205.46,177.82,-0.56,125.14
0.368,0.38,0.494,0.199,0.354,0.054,1.327,0.957,0.157,370.01,560.54,206,177.82,-0.56,125.14
0.376,0.352,0.496,0.167,0.339,0.034,1.306,0.989,0.138,369.25,562.75,206.49,177.81,-0.56,125.14
0.339,0.38,0.486,0.165,0.33,0.04,1.26,1.003,0.213,368.18,564.86,207.02,177.82,-0.56,125.14
0.339,0.383,0.474,0.134,0.322,0.036,1.265,1.035,0.231,366.95,566.78,207.53,177.82,-0.56,125.14
0.327,0.349,0.454,0.108,0.307,0.017,1.229,1.065,0.253,365.58,568.55,208.04,177.82,-0.56,125.14
0.294,0.372,0.448,0.099,0.308,0.017,1.176,1.065,0.277,364.09,570.08,208.54,177.81,-0.56,125.14
0.258,0.381,0.407,0.076,0.294,0.013,1.179,1.058,0.304,362.42,571.44,209.07,177.82,-0.56,125.14
0.224,0.394,0.414,0.055,0.283,0.02,1.124,1.091,0.313,360.57,572.61,209.52,177.82,-0.56,125.14
0.214,0.384,0.402,0.039,0.266,0.015,1.109,1.08,0.33,358.67,573.56,210.02,177.83,-0.56,125.15
0.189,0.391,0.371,0.03,0.284,0.015,1.076,1.065,0.369,356.77,574.38,210.54,177.81,-0.56,125.14
0.163,0.392,0.372,0.026,0.264,0.059,1.027,1.062,0.361,354.75,574.9,211.02,177.81,-0.56,125.14
0.135,0.432,0.355,0.036,0.235,0.046,1.065,1.058,0.378,352.62,575.26,211.57,177.81,-0.56,125.14
0.14,0.42,0.366,0.02,0.237,0.052,1.001,1.03,0.393,350.68,575.32,212.03,177.81,-0.56,125.14
0.09,0.426,0.348,0.032,0.227,0.057,0.991,1.023,0.392,348.7,575.19,212.52,177.81,-0.56,125.13
0.05,0.461,0.318,0.023,0.227,0.074,0.975,0.964,0.44,346.8,574.9,213.04,177.81,-0.56,125.14
0.028,0.466,0.303,0.014,0.206,0.068,0.973,0.933,0.409,345,574.35,213.49,177.82,-0.56,125.13
0.022,0.446,0.305,0.038,0.203,0.081,0.949,0.928,0.41,343.18,573.7,214.02,177.81,-0.56,125.14
